Module,Offered,Group,Language,Activity,Day,Time,Venue,Campus,Study Prog
STK 110,S1,P12,E,P1,Friday,07:30 - 08:20,Informatorium Red Lab,HATFIELD,
STK 110,S1,P12,E,P1,Friday,07:30 - 08:20,Informatorium SIT 1 lab,HATFIELD,
STK 110,S1,P13,E,P1,Friday,08:30 - 09:20,Informatorium Brown Lab,HATFIELD,
STK 110,S1,P13,E,P1,Friday,08:30 - 09:20,Informatorium Purple Lab,HATFIELD,
STK 110,S1,P13,E,P1,Friday,08:30 - 09:20,Informatorium Red Lab,HATFIELD,
STK 110,S1,P13,E,P1,Friday,08:30 - 09:20,Informatorium SIT 1 lab,HATFIELD,
STK 113,S1,G01,E,L1,Tuesday,11:30 - 12:20,Thuto 1-1,HATFIELD,
STK 113,S1,G01,E,L2,Wednesday,08:30 - 09:20,Thuto 1-1,HATFIELD,
STK 113,S1,G01,E,L3,Thursday,11:30 - 12:20,Thuto 1-1,HATFIELD,
STK 113,S1,G01,E,T1,Monday,14:30 - 15:20,Thuto 1-1,HATFIELD,
STK 113,S1,P01,E,P1,Wednesday,09:30 - 10:20,Informatorium Grey Lab,HATFIELD,
STK 113,S1,P01,E,P1,Wednesday,09:30 - 10:20,Informatorium Orange Lab,HATFIELD,
STK 113,S1,P01,E,P1,Wednesday,09:30 - 10:20,Informatorium SIT 1 lab,HATFIELD,
STK 113,S1,P02,E,P1,Thursday,13:30 - 14:20,Informatorium Brown Lab,HATFIELD,
STK 113,S1,P02,E,P1,Thursday,13:30 - 14:20,Informatorium Green Lab,HATFIELD,
STK 113,S1,P02,E,P1,Thursday,13:30 - 14:20,Informatorium Grey Lab,HATFIELD,
STK 113,S1,P02,E,P1,Thursday,13:30 - 14:20,Informatorium Orange Lab,HATFIELD,
STK 113,S1,P03,E,P1,Wednesday,15:30 - 16:20,Informatorium Brown Lab,HATFIELD,
STK 113,S1,P03,E,P1,Wednesday,15:30 - 16:20,Informatorium Orange Lab,HATFIELD,
STK 113,S1,P03,E,P1,Wednesday,15:30 - 16:20,Informatorium Purple Lab,HATFIELD,
STK 113,S1,P03,E,P1,Wednesday,15:30 - 16:20,Informatorium Red Lab,HATFIELD,
STK 120,S1,G03,E,L1,Tuesday,09:30 - 10:20,Thuto 1-1,HATFIELD,
STK 120,S1,G03,E,L2,Wednesday,12:30 - 13:20,Thuto 3-2,HATFIELD,
STK 120,S1,G03,E,L3,Thursday,14:30 - 15:20,Thuto 3-2,HATFIELD,
STK 120,S1,G03,E,P1,Monday,08:30 - 09:20,Informatorium Red Lab,HATFIELD,
STK 120,S1,G03,E,P2,Monday,09:30 - 10:20,Informatorium Red Lab,HATFIELD,
STK 120,S1,G03,E,P3,Wednesday,14:30 - 15:20,Informatorium Orange Lab,HATFIELD,
STK 120,S1,G03,E,P3,Wednesday,14:30 - 15:20,Informatorium Red Lab,HATFIELD,
STK 120,S1,G03,E,T1,Friday,10:30 - 11:20,Thuto 1-2,HATFIELD,
STK 120,S2,G01,E,L1,Monday,08:30 - 09:20,Thuto 3-1,HATFIELD,
STK 120,S2,G01,E,L2,Tuesday,10:30 - 11:20,Thuto 1-1,HATFIELD,
STK 120,S2,G01,E,L3,Thursday,09:30 - 10:20,Thuto 1-2,HATFIELD,
STK 120,S2,G01,E,T1,Thursday,14:30 - 15:20,Thuto 3-1,HATFIELD,
STK 120,S2,G02,E,L1,Tuesday,09:30 - 10:20,Thuto 1-1,HATFIELD,
STK 120,S2,G02,E,L2,Wednesday,13:30 - 14:20,Thuto 1-1,HATFIELD,
STK 120,S2,G02,E,L3,Thursday,11:30 - 12:20,Thuto 1-2,HATFIELD,
STK 120,S2,G02,E,T1,Thursday,13:30 - 14:20,Thuto 3-1,HATFIELD,
STK 120,S2,P01,E,P1,Tuesday,08:30 - 09:20,Informatorium Red Lab,HATFIELD,
STK 120,S2,P02,E,P1,Tuesday,10:30 - 11:20,Informatorium Brown Lab,HATFIELD,
STK 120,S2,P03,E,P1,Tuesday,12:30 - 13:20,Informatorium SIT 1 lab,HATFIELD,
STK 120,S2,P04,E,P1,Tuesday,13:30 - 14:20,Informatorium SIT 1 lab,HATFIELD,
STK 120,S2,P05,E,P1,Wednesday,09:30 - 10:20,Informatorium Red Lab,HATFIELD,
STK 120,S2,P06,E,P1,Wednesday,10:30 - 11:20,Informatorium Red Lab,HATFIELD,
STK 120,S2,P07,E,P1,Thursday,09:30 - 10:20,Informatorium SIT 1 lab,HATFIELD,
STK 120,S2,P08,E,P1,Thursday,10:30 - 11:20,Informatorium SIT 1 lab,HATFIELD,
STK 120,S2,P09,E,P1,Tuesday,11:30 - 12:20,Informatorium Brown Lab,HATFIELD,
STK 121,S1,G01,E,L1,Tuesday,09:30 - 10:20,Thuto 1-1,HATFIELD,
STK 121,S1,G01,E,L2,Wednesday,12:30 - 13:20,Thuto 3-2,HATFIELD,
STK 121,S1,G01,E,L3,Thursday,14:30 - 15:20,Thuto 3-2,HATFIELD,
STK 121,S1,G01,E,P1,Monday,08:30 - 09:20,Informatorium Red Lab,HATFIELD,
STK 121,S1,G01,E,T1,Friday,10:30 - 11:20,Thuto 1-2,HATFIELD,
STK 121,S1,G02,E,P1,Monday,09:30 - 10:20,Informatorium Red Lab,HATFIELD,
STK 121,S1,G03,E,P1,Wednesday,14:30 - 15:20,Informatorium Orange Lab,HATFIELD,
STK 121,S1,G03,E,P1,Wednesday,14:30 - 15:20,Informatorium Red Lab,HATFIELD,
STK 121,S1,G03,E,P1,Wednesday,14:30 - 15:20,Informatorium SIT 1 lab,HATFIELD,
STK 123,S2,G01,E,L1,Monday,08:30 - 09:20,Thuto 3-2,HATFIELD,
STK 123,S2,G01,E,L2,Tuesday,10:30 - 11:20,Thuto 1-2,HATFIELD,
STK 123,S2,G01,E,L3,Thursday,09:30 - 10:20,Thuto 3-2,HATFIELD,
STK 123,S2,G02,E,L1,Monday,10:30 - 11:20,Centenary 4,HATFIELD,
STK 123,S2,G02,E,L2,Tuesday,09:30 - 10:20,Centenary 5,HATFIELD,
STK 123,S2,G02,E,L3,Thursday,11:30 - 12:20,Centenary 5,HATFIELD,
STK 123,S2,P01,E,P1,Thursday,13:30 - 14:20,Informatorium Brown Lab,HATFIELD,
STK 123,S2,P01,E,P1,Thursday,13:30 - 14:20,Informatorium Grey Lab,HATFIELD,
STK 123,S2,P01,E,P1,Thursday,13:30 - 14:20,Informatorium Maroon Lab,HATFIELD,
STK 123,S2,P01,E,P1,Thursday,13:30 - 14:20,Informatorium Orange Lab,HATFIELD,
STK 123,S2,P02,E,P1,Friday,09:30 - 10:20,Informatorium Blue Lab 1,HATFIELD,
STK 123,S2,P02,E,P1,Friday,09:30 - 10:20,Informatorium Blue Lab 2,HATFIELD,
STK 123,S2,P02,E,P1,Friday,09:30 - 10:20,Informatorium Blue Lab 3,HATFIELD,
STK 123,S2,P02,E,P1,Friday,09:30 - 10:20,Informatorium Brown Lab,HATFIELD,
STK 123,S2,P02,E,P1,Friday,09:30 - 10:20,Informatorium Grey Lab,HATFIELD,
STK 123,S2,P02,E,P1,Friday,09:30 - 10:20,Informatorium Maroon Lab,HATFIELD,
STK 123,S2,T01,E,T1,Friday,11:30 - 12:20,Thuto 3-1,HATFIELD,
STK 123,S2,T02,E,T1,Friday,12:30 - 13:20,Centenary 4,HATFIELD,
STK 133,S1,G01,E,L1,Monday,10:30 - 11:20,EMS 4-151,HATFIELD,
STK 133,S1,G01,E,L2,Tuesday,10:30 - 11:20,Louw hall,HATFIELD,
STK 133,S1,G01,E,L3,Thursday,08:30 - 09:20,IT 2-27,HATFIELD,
STK 133,S1,G01,E,P1,Wednesday,08:30 - 09:20,Informatorium Purple Lab,HATFIELD,
STK 133,S1,G01,E,T1,Thursday,12:30 - 14:20,HB 3-15,HATFIELD,
STK 133,S1,G02,E,P1,Thursday,14:30 - 15:20,Informatorium Purple Lab,HATFIELD,
STK 133,S1,G02,E,T1,Tuesday,08:30 - 10:20,HB 4-14,HATFIELD,
STK 133,S1,G03,E,P1,Wednesday,12:30 - 13:20,Informatorium SIT 1 lab,HATFIELD,
STK 133,S1,G03,E,T1,Friday,09:30 - 11:20,IT 2-24,HATFIELD,
STK 133,S1,G04,E,P1,Wednesday,13:30 - 14:20,Informatorium SIT 1 lab,HATFIELD,
STK 133,S1,G04,E,T1,Friday,12:30 - 14:20,IT 4-3,HATFIELD,
STK 143,S2,G01,E,L1,Monday,12:30 - 14:20,HB 4-3,HATFIELD,
STK 143,S2,G01,E,L2,Thursday,10:30 - 12:20,IT 4-4,HATFIELD,
STK 143,S2,G01,E,L3,Wednesday,14:30 - 16:20,HB 4-2,HATFIELD,
STK 143,S2,G01,E,P1,Friday,12:30 - 13:20,Informatorium Purple Lab,HATFIELD,
STK 143,S2,G01,E,T1,Wednesday,12:30 - 14:20,HB 4-9,HATFIELD,
STK 143,S2,G02,E,P1,Wednesday,08:30 - 09:20,Informatorium Red Lab,HATFIELD,
STK 143,S2,G02,E,T1,Friday,09:30 - 11:20,HB 4-6,HATFIELD,
STK 143,S2,G03,E,P1,Thursday,08:30 - 09:20,Informatorium SIT 1 lab,HATFIELD,
STK 143,S2,G03,E,T1,Tuesday,13:30 - 15:20,HB 3-24,HATFIELD,
STK 143,S2,G04,E,P1,Tuesday,08:30 - 09:20,Informatorium SIT 1 lab,HATFIELD,
STK 143,S2,G04,E,T1,Thursday,13:30 - 15:20,IT 2-24,HATFIELD,
STK 210,S1,G01,E,L1,Tuesday,08:30 - 09:20,IT 2-23,HATFIELD,
STK 210,S1,G01,E,L2,Thursday,07:30 - 08:20,IT 4-1,HATFIELD,
STK 210,S1,G01,E,L3,Friday,07:30 - 08:20,IT 4-1,HATFIELD,
STK 210,S1,P01,E,P1,Thursday,10:30 - 11:20,Informatorium Orange Lab,HATFIELD,
STK 210,S1,P01,E,P1,Thursday,10:30 - 11:20,Informatorium Purple Lab,HATFIELD,
STK 210,S1,P02,E,P1,Thursday,11:30 - 12:20,Informatorium Orange Lab,HATFIELD,
STK 210,S1,P02,E,P1,Thursday,11:30 - 12:20,Informatorium Purple Lab,HATFIELD,
STK 210,S1,P03,E,P1,Thursday,12:30 - 13:20,Informatorium Grey Lab,HATFIELD,
STK 210,S1,P03,E,P1,Thursday,12:30 - 13:20,Informatorium Orange Lab,HATFIELD,
STK 220,S2,G01,E,L1,Tuesday,08:30 - 09:20,EMS 4-152,HATFIELD,
STK 220,S2,G01,E,L2,Wednesday,08:30 - 09:20,IT 2-23,HATFIELD,
STK 220,S2,G01,E,L3,Friday,08:30 - 09:20,EMS 4-152,HATFIELD,
STK 220,S2,P01,E,P1,Tuesday,09:30 - 10:20,Informatorium SIT 1 lab,HATFIELD,
STK 220,S2,P02,E,P1,Tuesday,10:30 - 11:20,Informatorium SIT 1 lab,HATFIELD,
STK 220,S2,P03,E,P1,Tuesday,11:30 - 12:20,Informatorium SIT 1 lab,HATFIELD,
STK 310,S1,G01,E,L1,Monday,13:30 - 14:20,IT 4-2,HATFIELD,
STK 310,S1,G01,E,L2,Tuesday,12:30 - 13:20,IT 2-24,HATFIELD,
STK 310,S1,G01,E,L3,Wednesday,13:30 - 14:20,IT 4-3,HATFIELD,
STK 310,S1,G01,E,P1,Friday,07:30 - 09:20,IT Open Bronze Lab,HATFIELD,
STK 310,S1,G01,E,P1,Friday,07:30 - 09:20,IT Open Copper Lab,HATFIELD,
STK 310,S1,G01,E,P1,Friday,07:30 - 09:20,IT Open Gold Lab,HATFIELD,
STK 310,S1,G01,E,P1,Friday,07:30 - 09:20,IT Open Silver Lab,HATFIELD,
STK 310,S1,G01,E,P2,Friday,09:30 - 10:20,Informatorium Red Lab,HATFIELD,
STK 320,S2,G01,E,L1,Tuesday,07:30 - 09:20,Centenary 2,HATFIELD,
STK 320,S2,G01,E,L2,Wednesday,07:30 - 08:20,IT 4-1,HATFIELD,
STK 320,S2,G01,E,L3,Thursday,11:30 - 12:20,IT 2-27,HATFIELD,
STK 320,S2,G01,E,P1,Thursday,14:30 - 15:20,IT 4-1,HATFIELD,
STK 320,S2,G01,E,P2,Thursday,15:30 - 17:20,Informatorium Brown Lab,HATFIELD,
STK 320,S2,G01,E,P2,Thursday,15:30 - 17:20,Informatorium Grey Lab,HATFIELD,
STK 320,S2,G01,E,P2,Thursday,15:30 - 17:20,Informatorium Orange Lab,HATFIELD,
STK 353,S2,G01,E,L1,Monday,13:30 - 14:20,AE du Toit Auditorium,HATFIELD,
STK 353,S2,G01,E,L1,Monday,13:30 - 14:20,Centenary 2,HATFIELD,
STK 353,S2,G01,E,L2,Wednesday,15:30 - 16:20,AE du Toit Auditorium,HATFIELD,
STK 353,S2,G01,E,L2,Wednesday,15:30 - 16:20,Centenary 3,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,IT Open Bronze Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,IT Open Copper Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,IT Open Gold Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,IT Open Silver Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,Informatorium Grey Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,Informatorium Maroon Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,Informatorium Red Lab,HATFIELD,
STK 353,S2,G01,E,P1,Monday,15:30 - 17:20,Informatorium SIT 1 lab,HATFIELD,
STL 210,S1,G01,E,L1,Tuesday,13:30 - 15:20,HB 4-3,HATFIELD,
STL 210,S1,G01,E,L2,Thursday,07:30 - 08:20,HB 4-3,HATFIELD,
STL 220,S2,G01,E,L1,Wednesday,10:30 - 12:20,HB 4-1,HATFIELD,
STL 220,S2,G01,E,L2,Thursday,12:30 - 13:20,HB 4-1,HATFIELD,
STL 310,S1,G01,E,L1,Monday,10:30 - 11:20,IT 2-27,HATFIELD,
STL 310,S1,G01,E,L2,Wednesday,12:30 - 14:20,IT 2-27,HATFIELD,
STL 320,S2,G01,E,L1,Monday,10:30 - 12:20,HB 4-1,HATFIELD,
STL 320,S2,G01,E,L2,Thursday,09:30 - 10:20,HB 4-3,HATFIELD,
STW 110,S1,G01,E,L1,Tuesday,10:30 - 11:20,HB 3-24,HATFIELD,
STW 110,S1,G01,E,L2,Thursday,14:30 - 15:20,HB 3-24,HATFIELD,
STW 110,S1,G01,E,T1,Tuesday,14:30 - 15:20,HB 3-24,HATFIELD,
STW 111,S1,G01,E,L1,Thursday,11:30 - 12:20,HB 4-7,HATFIELD,
STW 111,S1,G01,E,L2,Friday,13:30 - 14:20,HB 4-16,HATFIELD,
STW 111,S1,G51,E,L1,Wednesday,15:30 - 16:20,Lecture Theatre L4,GROENKLOOF,
STW 111,S1,G51,E,L2,Friday,09:30 - 10:20,Lecture Theatre L4,GROENKLOOF,
STW 120,S2,G01,E,L1,Monday,13:30 - 14:20,HB 1-10,HATFIELD,
STW 120,S2,G01,E,L2,Friday,12:30 - 13:20,HB 1-10,HATFIELD,
STW 120,S2,G01,E,T1,Wednesday,13:30 - 14:20,HB 1-10,HATFIELD,
STW 210,Y,G51,E,D1,Tuesday,11:30 - 12:20,HB 1-10,HATFIELD,
STW 210,Y,G51,E,L1,Wednesday,10:30 - 11:20,HB 1-10,HATFIELD,
STW 210,Y,G51,E,L2,Friday,10:30 - 11:20,HB 1-10,HATFIELD,
STW 211,Y,G01,E,L1,Monday,08:30 - 09:20,HB 4-9,HATFIELD,
STW 211,Y,G01,E,L2,Thursday,08:30 - 09:20,HB 4-3,HATFIELD,
STW 211,Y,G51,E,L1,Monday,11:30 - 12:20,Aldoel Bld 3-25,GROENKLOOF,
STW 211,Y,G51,E,L2,Friday,10:30 - 11:20,Aldoel Bld 3-26,GROENKLOOF,
STW 220,S2,G51,E,D1,Tuesday,12:30 - 13:20,HB 1-10,HATFIELD,
STW 220,S2,G51,E,L1,Friday,09:30 - 11:20,HB 1-10,HATFIELD,
STW 310,Y,G01,E,D1,Monday,10:30 - 11:20,HB 1-10,HATFIELD,
STW 310,Y,G01,E,L1,Tuesday,12:30 - 13:20,HB 1-10,HATFIELD,
STW 310,Y,G01,E,L2,Friday,08:30 - 09:20,HB 1-10,HATFIELD,
STW 310,Y,G51,E,D1,Monday,13:30 - 14:20,Aldoel Bld 1-133,GROENKLOOF,
STW 310,Y,G51,E,L1,Wednesday,11:30 - 13:20,Aldoel Bld 1-133,GROENKLOOF,
SUR 220,S2,G01,E,L1,Monday,11:30 - 13:20,Eng III - 2,HATFIELD,p3 P2
SUR 220,S2,P01,E,P1,Friday,12:30 - 15:20,Geography 2-9,HATFIELD,p3 P2
SUR 220,S2,P02,E,P1,Wednesday,14:30 - 17:20,Geography 2-9,HATFIELD,P2
SVC 323,S2,G01,E,L1,Monday,08:30 - 10:20,Eng I 1-1,HATFIELD,S3
SVC 323,S2,G01,E,L2,Tuesday,10:30 - 12:20,Eng I 1-1,HATFIELD,S3
SVC 323,S2,G01,E,P1,Friday,07:30 - 09:20,Eng I 1-1,HATFIELD,S3
SVC 412,S1,G01,E,L1,Monday,09:30 - 10:20,Eng III - 4,HATFIELD,S4
SVC 412,S1,G01,E,L2,Tuesday,11:30 - 14:20,Eng III - 4,HATFIELD,S4
SVC 412,S1,G01,E,P1,Friday,09:30 - 11:20,Eng NS2 Comp Lab 1,HATFIELD,S4
SVC 412,S1,G01,E,P1,Friday,09:30 - 11:20,Eng NS2 Comp Lab 2,HATFIELD,S4
SWK 122,S2,G01,E,L1,Tuesday,12:30 - 13:20,Thuto 1-2,HATFIELD,b2c2e2n2r1s2z2 B1Z1
SWK 122,S2,G01,E,L2,Wednesday,07:30 - 08:20,Thuto 1-2,HATFIELD,b2c2e2n2r1s2z2 B1Z1
SWK 122,S2,G01,E,L3,Thursday,07:30 - 08:20,Roos hall,HATFIELD,b2c2e2n2r1s2z2 B1Z1
SWK 122,S2,G01,E,L4,Friday,12:30 - 13:20,Thuto 1-1,HATFIELD,b2c2e2n2r1s2z2 B1Z1
SWK 122,S2,G01,E,T1,Tuesday,15:30 - 17:20,Eng III - 1,HATFIELD,b2c2e2n2p2r1s2z2 C1P1R1S1
SWK 122,S2,G01,E,T1,Tuesday,15:30 - 17:20,Eng III - 2,HATFIELD,b2c2e2n2p2r1s2z2 C1P1R1S1
SWK 122,S2,G01,E,T1,Tuesday,15:30 - 17:20,Eng III - 3,HATFIELD,b2c2e2n2p2r1s2z2 C1P1R1S1
SWK 122,S2,G01,E,T1,Tuesday,15:30 - 17:20,Eng III - 4,HATFIELD,b2c2e2n2p2r1s2z2 C1P1R1S1
SWK 122,S2,G01,E,T1,Tuesday,15:30 - 17:20,Eng III - 5,HATFIELD,b2c2e2n2p2r1s2z2 C1P1R1S1
SWK 122,S2,G01,E,T1,Tuesday,15:30 - 17:20,Eng III - 6,HATFIELD,b2c2e2n2p2r1s2z2 C1P1R1S1
SWK 122,S2,G02,E,L1,Tuesday,08:30 - 09:20,Thuto 3-2,HATFIELD,p2 C1E1N1P1R1S1
SWK 122,S2,G02,E,L2,Wednesday,07:30 - 08:20,Thuto 1-1,HATFIELD,p2 C1E1N1P1R1S1
SWK 122,S2,G02,E,L3,Thursday,10:30 - 11:20,Thuto 1-1,HATFIELD,p2 C1E1N1P1R1S1
SWK 122,S2,G02,E,L4,Friday,09:30 - 10:20,Thuto 1-1,HATFIELD,p2 C1E1N1P1R1S1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 1,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 2,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 3,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 4,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 5,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 6,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G02,E,T1,Wednesday,15:30 - 17:20,Eng III - 7,HATFIELD,m2 B1M1N1Z1
SWK 122,S2,G03,E,L1,Monday,13:30 - 14:20,Thuto 1-1,HATFIELD,m2 M1
SWK 122,S2,G03,E,L2,Wednesday,11:30 - 12:20,Thuto 1-1,HATFIELD,m2 M1
SWK 122,S2,G03,E,L3,Thursday,13:30 - 14:20,Thuto 1-1,HATFIELD,m2 M1
SWK 122,S2,G03,E,L4,Friday,07:30 - 08:20,Thuto 1-1,HATFIELD,m2 M1
SWK 122,S2,G03,E,T1,Thursday,14:30 - 16:20,Eng III - 1,HATFIELD,E1
SWK 210,S1,G01,E,L1,Monday,10:30 - 11:20,Eng III - 3,HATFIELD,p3s3 P2S2
SWK 210,S1,G01,E,L2,Wednesday,14:30 - 15:20,Eng III - 3,HATFIELD,p3s3 P2S2
SWK 210,S1,G01,E,L3,Thursday,07:30 - 08:20,Eng III - 3,HATFIELD,p3s3 P2S2
SWK 210,S1,G01,E,L4,Friday,12:30 - 13:20,Eng III - 3,HATFIELD,p3s3 P2S2
SWK 210,S1,G01,E,O1,Wednesday,15:30 - 17:20,Eng III - 3,HATFIELD,p3s3 P2S2
SWK 211,S1,G01,E,L1,Monday,08:30 - 09:20,Eng III - 2,HATFIELD,s3 S2
SWK 211,S1,G01,E,L2,Tuesday,10:30 - 11:20,Eng III - 3,HATFIELD,s3 S2
SWK 211,S1,G01,E,P1,Friday,07:30 - 10:20,Eng III - 7,HATFIELD,s3 S2
SWK 211,S1,G01,E,T1,Tuesday,11:30 - 12:20,Eng III - 3,HATFIELD,s3 S2
TBE 741,S2,G01,E,L1,Monday,17:00 - 19:50,Informatorium Orange Lab,HATFIELD,
TBR 420,S2,G01,E,L1,Tuesday,13:30 - 15:20,IT 4-3,HATFIELD,
TBS 410,S1,G01,E,L1,Monday,14:30 - 16:20,IT 2-26,HATFIELD,
TLR 320,S2,G01,E,L1,Friday,10:30 - 12:20,IT 4-2,HATFIELD,
TLR 320,S2,G01,E,P1,Wednesday,07:30 - 10:20,Agric Annex 2-18,HATFIELD,
TLR 411,S1,G01,E,L1,Monday,08:30 - 10:20,Agric Annex 2-18,HATFIELD,
TLR 411,S1,G01,E,L2,Tuesday,12:30 - 14:20,Agric Annex 2-18,HATFIELD,
TLR 411,S1,G01,E,P1,Monday,13:30 - 16:20,Agric Annex 2-18,HATFIELD,
TNT 111,S1,G01,E,L1,Wednesday,07:30 - 10:20,IT 4-3,HATFIELD,
TNT 122,S2,G01,E,L1,Thursday,07:30 - 10:20,IT 4-3,HATFIELD,
TNT 211,S1,G01,E,L1,Friday,13:30 - 16:20,Agric Annex 2-9,HATFIELD,
TNT 222,S2,G01,E,L1,Monday,12:30 - 15:20,Agric Annex 2-9,HATFIELD,
TNT 311,S1,G01,E,L1,Monday,12:30 - 14:20,Agric Annex 2-7,HATFIELD,
TNT 311,S1,G01,E,L2,Thursday,08:30 - 09:20,Agric Annex 2-7,HATFIELD,
TNT 322,S2,G01,E,L1,Friday,13:30 - 16:20,Agric Annex 2-7,HATFIELD,
TNT 322,S2,G01,E,L1,Friday,13:30 - 16:20,Agric Annex 2-9,HATFIELD,
TXA 201,S1,G01,E,L1,Tuesday,14:30 - 16:20,Centenary 2,HATFIELD,
TXA 201,S1,G02,E,L1,Tuesday,10:30 - 12:20,Centenary 2,HATFIELD,
TXA 201,S2,G01,E,L1,Monday,13:30 - 15:20,vd Bijl Hall,HATFIELD,
TXA 201,S2,G02,E,L1,Monday,09:30 - 11:20,Centenary 2,HATFIELD,
TXA 301,Y,G01,E,L1,Friday,08:30 - 10:20,IT 4-1,HATFIELD,
TXA 301,Y,G02,E,L1,Friday,10:30 - 12:20,IT 4-1,HATFIELD,
VBB 220,S2,G01,E,L1,Monday,10:30 - 11:20,Roos hall,HATFIELD,
VBB 220,S2,G01,E,L2,Wednesday,13:30 - 14:20,Thuto 3-1,HATFIELD,
VBB 220,S2,G01,E,L3,Thursday,11:30 - 12:20,Roos hall,HATFIELD,
VBB 220,S2,G02,E,L1,Monday,11:30 - 12:20,vd Bijl Hall,HATFIELD,
VBB 220,S2,G02,E,L2,Wednesday,15:30 - 16:20,Law building 1-54,HATFIELD,
VBB 220,S2,G02,E,L3,Thursday,09:30 - 10:20,EMS 4-152,HATFIELD,
VES 310,Q1,G51,E,L1,Wednesday,09:30 - 12:20,Aldoel Bld 2-87/88,GROENKLOOF,
VES 310,Q4,G51,E,L2,Wednesday,09:30 - 12:20,Aldoel Bld 2-87/88,GROENKLOOF,
VGE 310,S1,G01,E,L1,Monday,09:30 - 10:20,Agric Annex 2-9,HATFIELD,
VGE 310,S1,G01,E,L2,Wednesday,12:30 - 14:20,Agric Annex 2-9,HATFIELD,
VGE 310,S1,G01,E,P1,Thursday,08:30 - 10:20,Agric Annex 2-9,HATFIELD,
VGE 320,S2,G01,E,L1,Monday,08:30 - 09:20,Agric Annex 2-7,HATFIELD,
VGE 320,S2,G01,E,L2,Tuesday,10:30 - 11:20,Agric Annex 2-7,HATFIELD,
VGE 320,S2,G01,E,L3,Wednesday,10:30 - 11:20,Agric Annex 2-18,HATFIELD,
VGE 320,S2,G01,E,P1,Thursday,10:30 - 12:20,Agric Annex 2-9,HATFIELD,
VGE 411,S2,G01,E,L1,Monday,11:30 - 13:20,Agric Annex 2-18,HATFIELD,
VGE 411,S2,G01,E,P1,Wednesday,14:30 - 17:20,Agric Annex 2-18,HATFIELD,
VHD 320,S2,G01,E,L1,Monday,14:30 - 15:20,Thuto 1-2,HATFIELD,
VHD 320,S2,G01,E,L2,Friday,12:30 - 13:20,Thuto 3-2,HATFIELD,
VHD 320,S2,G02,E,L1,Monday,13:30 - 14:20,Centenary 3,HATFIELD,
VHD 320,S2,G02,E,L2,Wednesday,11:30 - 12:20,Centenary 4,HATFIELD,
VHL 100,Q1,G51,E,L1,Thursday,10:30 - 12:20,Aldoel Bld 3-25,GROENKLOOF,
VHL 100,Q2,G51,E,L1,Tuesday,09:30 - 11:20,Aldoel Bld 1-132,GROENKLOOF,
VHL 100,Q3,G51,E,L1,Monday,13:30 - 15:20,Aldoel Bld 1-132,GROENKLOOF,
VIO 102,Y,G01,E,L1,Monday,13:30 - 14:20,Visual arts 3-1,HATFIELD,
VIO 102,Y,G01,E,P1,Wednesday,13:30 - 17:20,Consult Department,HATFIELD,
VIO 202,Y,G01,E,L1,Monday,11:30 - 12:20,Visual arts 3-1,HATFIELD,
VIO 202,Y,P01,E,D1,Thursday,13:30 - 17:20,Consult Department,HATFIELD,
VIO 202,Y,P01,E,P1,Monday,12:30 - 15:20,Consult Department,HATFIELD,
VKK 111,S1,G01,E,L1,Wednesday,08:30 - 09:20,vd Bijl Hall,HATFIELD,
VKK 111,S1,G01,E,L2,Thursday,13:30 - 14:20,vd Bijl Hall,HATFIELD,
VKK 111,S1,G01,E,L3,Friday,10:30 - 11:20,vd Bijl Hall,HATFIELD,
VKK 121,S2,G01,E,L1,Tuesday,13:30 - 14:20,HB 4-1,HATFIELD,
VKK 121,S2,G01,E,L2,Thursday,13:30 - 14:20,HB 4-1,HATFIELD,
VKK 121,S2,G01,E,L3,Friday,10:30 - 11:20,HB 4-1,HATFIELD,
VKK 211,S1,G01,E,D1,Tuesday,12:30 - 13:20,HB 4-1,HATFIELD,
VKK 211,S1,G01,E,L1,Monday,08:30 - 09:20,HB 4-1,HATFIELD,
VKK 211,S1,G01,E,L2,Tuesday,11:30 - 12:20,HB 4-1,HATFIELD,
